firm_id,source_cohort,website_url,fetch_ok,fetch_detail,tier,has_product_catalog,has_order_cart,payment_methods,social_link_count,marketplace_link_count,website_language,confidence,abstain,decision,model_id,evidence
AAA,listed28,https://anphatbioplastics.com,True,ok,1,True,True,cod,2,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""social_href"", ""detail"": ""linkedin:https://www.linkedin.com/company/anphatplastics""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/@AnPhatHoldings""}, {""kind"": ""payment_img"", ""detail"": ""cod: https://anphatbioplastics.com/wp-content/uploads/2020/03/tuicodaygapsaol.jpg  ""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
AAA,listed28,https://anphatbioplastics.com,True,ok,2,,,,0,0,,0.5,False,ok,qwen3:8b,
DCM,listed28,https://www.pvcfc.com.vn,True,ok,1,True,False,,3,1,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://youtu.be/vOHIFTmH2wM""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/phanboncamau/""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/channel/UC8NCXHM6oO5PbEdl2B7Lydg""}, {""kind"": ""marketplace_href"", ""detail"": ""tiktok:https://www.tiktok.com/@phanboncamau""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
DCM,listed28,https://www.pvcfc.com.vn,True,ok,2,,,,0,0,,0.65,False,ok,qwen3:8b,
BFC,listed28,https://binhdien.com,True,ok,1,True,False,,3,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/3430450668306090899""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/BinhDienDauTrau/""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/binhdiendautrau""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
BFC,listed28,https://binhdien.com,True,ok,2,,,,0,0,,0.6833,False,ok,qwen3:8b,
CSV,listed28,https://sochemvn.com,True,ok,1,True,True,,3,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""social_href"", ""detail"": ""x:https://twitter.com/""}, {""kind"": ""social_href"", ""detail"": ""instagram:https://www.instagram.com/""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
CSV,listed28,https://sochemvn.com,True,ok,2,,,,0,0,,0.7333,False,ok,qwen3:8b,
0101552800-003,frame_pilot,https://kienhung.com.vn,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
0103472639-002,frame_pilot,https://haiduong.com.vn,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
0104076740,frame_pilot,https://nhatlam.vn,False,error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0105196007,frame_pilot,https://thuongmaidichvu.com.vn,True,ok,1,True,False,,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0983551110""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0105196007,frame_pilot,https://thuongmaidichvu.com.vn,True,ok,2,,,,0,0,,0.25,False,ok,qwen3:8b,
0105906553,frame_pilot,https://quangminh.com.vn,False,"error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'quangminh.com.vn'. (_ssl.c:1032)",,,,,,,,0.0,True,skip,,
0106069682,frame_pilot,https://sonha.com.vn,True,ok,1,True,True,,3,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/TapdoanSonHa/""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/84944156390050911""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/c/TapdoanSonHa""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0106069682,frame_pilot,https://sonha.com.vn,True,ok,2,,,,0,0,,0.3,False,ok,qwen3:8b,
0106149881,frame_pilot,https://thanhhung.com.vn,True,ok,1,False,False,,0,0,unknown,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""unknown""}]"
0106149881,frame_pilot,https://thanhhung.com.vn,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0106898305,frame_pilot,https://hopthanh.com.vn,True,ok,1,True,True,,0,0,vi,1.0,False,rules,,"[{""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0106898305,frame_pilot,https://hopthanh.com.vn,True,ok,2,,,,0,0,,0.25,False,ok,qwen3:8b,
0107066638,frame_pilot,https://thuyhuong.com,True,ok,1,True,True,,0,0,en,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""product""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""en""}]"
0107066638,frame_pilot,https://thuyhuong.com,True,ok,2,,,,0,0,,0.45,False,ok,qwen3:8b,
0107740399,frame_pilot,https://thuanphat.com.vn,False,error:ConnectError:[SSL: TLSV1_ALERT_ACCESS_DENIED] tlsv1 alert access denied (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0107866095,frame_pilot,https://bachan.com,False,error:ConnectError:[Errno 54] Connection reset by peer,,,,,,,,0.0,True,skip,,
0200344752-001,frame_pilot,https://ha-long.com,True,ok,1,False,False,,0,0,en,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""en""}]"
0200344752-001,frame_pilot,https://ha-long.com,True,ok,2,,,,0,0,,0.4333,False,ok,qwen3:8b,
0200580911,frame_pilot,https://vinhphat.com.vn,False,error:ConnectError:[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1032),,,,,,,,0.0,True,skip,,
0300606715-007,frame_pilot,https://sadec.com,False,http_fail status=403,,,,,,,,0.0,True,skip,,
0304152188-003,frame_pilot,https://annhon.com,True,ok,1,True,True,,0,0,en,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""product""}, {""kind"": ""cart_keyword"", ""detail"": ""cart""}, {""kind"": ""language_hint"", ""detail"": ""en""}]"
0304152188-003,frame_pilot,https://annhon.com,True,ok,2,,,,0,0,,0.45,False,ok,qwen3:8b,
0304244470-008,frame_pilot,https://longan.com,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
0304531098-001,frame_pilot,https://manhthang.com.vn,True,ok,1,True,True,,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0934073399""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0304531098-001,frame_pilot,https://manhthang.com.vn,True,ok,2,True,True,other,0,0,vi,0.55,False,ok,qwen3:8b,
0304531098-002,frame_pilot,https://manhthang.com.vn,True,ok,1,True,True,,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/0934073399""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0304531098-002,frame_pilot,https://manhthang.com.vn,True,ok,2,True,True,other,0,0,vi,0.55,False,ok,qwen3:8b,
0305755968-001,frame_pilot,https://longan.com,False,error:ConnectTimeout:timed out,,,,,,,,0.0,True,skip,,
0306043498-001,frame_pilot,https://chungmai.com,True,ok,1,False,False,,0,0,en,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""en""}]"
0306043498-001,frame_pilot,https://chungmai.com,True,ok,2,,,,0,0,,0.3,False,ok,qwen3:8b,
0308808103-001,frame_pilot,https://donga.com.vn,True,ok,1,False,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""vi""}]"
0308808103-001,frame_pilot,https://donga.com.vn,True,ok,2,,,,0,0,,0.1667,False,ok,qwen3:8b,
0309129626-001,frame_pilot,https://hungphat.com.vn,True,ok,1,True,True,,2,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""cart_href"", ""detail"": ""/cart""}, {""kind"": ""social_href"", ""detail"": ""facebook:https://www.facebook.com/hungphat.giangiaocoppha""}, {""kind"": ""social_href"", ""detail"": ""youtube:https://www.youtube.com/HungPhattv""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0309129626-001,frame_pilot,https://hungphat.com.vn,True,ok,2,,,,0,0,,0.65,False,ok,qwen3:8b,
0309438342-001,frame_pilot,https://sanxuat.com,True,ok,1,True,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0309438342-001,frame_pilot,https://sanxuat.com,True,ok,2,,,,0,0,,0.3333,False,ok,qwen3:8b,
0310294688,frame_pilot,https://haanh.com.vn,True,ok,1,True,True,,1,0,vi,1.0,False,rules,,"[{""kind"": ""catalog_keyword"", ""detail"": ""sản phẩm""}, {""kind"": ""cart_keyword"", ""detail"": ""giỏ hàng""}, {""kind"": ""cart_href"", ""detail"": ""/shopping-checkout.html""}, {""kind"": ""social_href"", ""detail"": ""zalo:https://zalo.me/""}, {""kind"": ""language_hint"", ""detail"": ""vi""}]"
0310294688,frame_pilot,https://haanh.com.vn,True,ok,2,,,,0,0,,0.5,False,ok,qwen3:8b,
0310650135,frame_pilot,https://vina.com.vn,False,error:ConnectError:[Errno 61] Connection refused,,,,,,,,0.0,True,skip,,
0312448164,frame_pilot,https://vinhthuan.com,True,ok,1,False,False,,0,0,vi,1.0,False,rules,,"[{""kind"": ""language_hint"", ""detail"": ""vi""}]"
0312448164,frame_pilot,https://vinhthuan.com,True,ok,2,,,,0,0,,0.25,False,ok,qwen3:8b,
